path:extent	identity	cause	production_chain
dag/extdeps/crypto/nist_p256.dag:12008-12011	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12013-12016	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12018-12021	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12023-12026	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12028-12031	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12033-12036	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12038-12041	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12043-12045	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12047-12050	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12052-12055	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12057-12060	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12062-12065	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12067-12070	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12072-12075	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12077-12080	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12082-12084	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12086-12088	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12090-12092	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12127-12129	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12131-12134	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12136-12138	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12140-12143	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12145-12148	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12150-12152	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12154-12157	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12159-12162	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12164-12167	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12169-12172	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12174-12177	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12179-12181	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12183-12186	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12188-12191	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12193-12196	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12198-12201	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12203-12206	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12208-12210	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12212-12213	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12215-12218	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12220-12223	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12225-12227	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12229-12232	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12234-12237	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12239-12241	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12243-12246	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12248-12250	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12252-12254	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12256-12258	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12260-12263	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12265-12267	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12269-12271	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12307-12310	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12312-12314	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12316-12319	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12321-12324	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12326-12329	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12331-12333	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12335-12337	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12339-12341	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12343-12346	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12348-12351	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12353-12356	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12358-12361	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12363-12365	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12367-12370	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12372-12374	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12376-12379	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12381-12384	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12386-12387	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12389-12392	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12394-12397	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12399-12401	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12403-12406	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12408-12410	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
dag/extdeps/crypto/nist_p256.dag:12412-12415	dag_token_int_literal	absent	/dag_surface_module/dag_surface_top_level_item/dag_surface_data_decl/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr/dag_surface_expr/dag_surface_binary_expr/dag_surface_unary_expr/dag_surface_postfix_expr/dag_surface_primary_expr
