file	line	col	expected	found	pair_signature	root	reason	entry_example
src/v2_compiler_parse.rs	538	27	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_record_vs_native_im	03_ingest
src/v2_compiler_parse.rs	546	5	String	Rc<Fnv1a64Structural>	expected `String`, found `Rc<Fnv1a64Structural>`	T7	seed_prelude_hash_name_collision	03_ingest
src/v2_compiler_parse.rs	546	18	Rc<Fnv1a64Structural>	String	expected `Rc<Fnv1a64Structural>`, found `String`	T7	seed_prelude_hash_name_collision	03_ingest
src/v2_compiler_parse.rs	546	161	Rc<Fnv1a64Structural>	String	expected `Rc<Fnv1a64Structural>`, found `String`	T7	seed_prelude_hash_name_collision	03_ingest
src/v2_compiler_parse.rs	570	12	SpanIndex	Rc<SpanIndex>	expected `SpanIndex`, found `Rc<SpanIndex>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_compiler_parse.rs	577	12	Rc<SpanIndex>	SpanIndex	expected `Rc<SpanIndex>`, found `SpanIndex`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_compiler_parse.rs	577	12	SpanIndex	Rc<SpanIndex>	expected `SpanIndex`, found `Rc<SpanIndex>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_compiler_parse.rs	592	13	v2_std_node::OccurrenceId	std_occurrence_identity::OccurrenceId	expected `v2_std_node::OccurrenceId`, found `std_occurrence_identity::OccurrenceId`	R5	duplicate_type_authority_across_modules	03_ingest
src/v2_compiler_parse.rs	594	9	v2_std_node::OccurrenceId	std_occurrence_identity::OccurrenceId	expected `v2_std_node::OccurrenceId`, found `std_occurrence_identity::OccurrenceId`	R5	duplicate_type_authority_across_modules	03_ingest
src/v2_compiler_parse.rs	597	12	SpanIndex	Rc<SpanIndex>	expected `SpanIndex`, found `Rc<SpanIndex>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_compiler_parse.rs	660	13	v2_std_node::OccurrenceId	std_occurrence_identity::OccurrenceId	expected `v2_std_node::OccurrenceId`, found `std_occurrence_identity::OccurrenceId`	R5	duplicate_type_authority_across_modules	03_ingest
src/v2_compiler_parse.rs	664	218	v2_std_node::OccurrenceId	std_occurrence_identity::OccurrenceId	expected `v2_std_node::OccurrenceId`, found `std_occurrence_identity::OccurrenceId`	R5	duplicate_type_authority_across_modules	03_ingest
src/v2_compiler_parse.rs	667	12	SpanIndex	Rc<SpanIndex>	expected `SpanIndex`, found `Rc<SpanIndex>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_compiler_parse.rs	681	13	v2_std_node::OccurrenceId	std_occurrence_identity::OccurrenceId	expected `v2_std_node::OccurrenceId`, found `std_occurrence_identity::OccurrenceId`	R5	duplicate_type_authority_across_modules	03_ingest
src/v2_compiler_parse.rs	683	80	v2_std_node::OccurrenceId	std_occurrence_identity::OccurrenceId	expected `v2_std_node::OccurrenceId`, found `std_occurrence_identity::OccurrenceId`	R5	duplicate_type_authority_across_modules	03_ingest
src/v2_compiler_parse.rs	686	12	SpanIndex	Rc<SpanIndex>	expected `SpanIndex`, found `Rc<SpanIndex>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_compiler_parse.rs	700	13	v2_std_node::OccurrenceId	std_occurrence_identity::OccurrenceId	expected `v2_std_node::OccurrenceId`, found `std_occurrence_identity::OccurrenceId`	R5	duplicate_type_authority_across_modules	03_ingest
src/v2_compiler_parse.rs	704	247	v2_std_node::OccurrenceId	std_occurrence_identity::OccurrenceId	expected `v2_std_node::OccurrenceId`, found `std_occurrence_identity::OccurrenceId`	R5	duplicate_type_authority_across_modules	03_ingest
src/v2_compiler_parse.rs	707	12	SpanIndex	Rc<SpanIndex>	expected `SpanIndex`, found `Rc<SpanIndex>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_compiler_parse.rs	999	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_record_vs_native_im	03_ingest
src/v2_compiler_parse.rs	1025	49	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_record_vs_native_im	03_ingest
src/v2_compiler_parse.rs	1513	62	OccurrenceId	Rc<NodeOccurrenceId>	expected `OccurrenceId`, found `Rc<NodeOccurrenceId>`	RESIDUE	unclassified_pair: OccurrenceId | Rc<NodeOccurrenceId>	03_ingest
src/v2_compiler_parse.rs	1522	18	Rc<Vector<Rc<Diagnostic>>>	Rc<NonEmptyDiagnostics>	expected `Rc<Vector<Rc<Diagnostic>>>`, found `Rc<NonEmptyDiagnostics>`	RESIDUE-diagnostics	diagnostics_carrier_tail	03_ingest
src/v2_compiler_parse.rs	1856	17	SpanIndex	Rc<SpanIndex>	expected `SpanIndex`, found `Rc<SpanIndex>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_compiler_program_partition.rs	255	11	&HashMap<String, _>	&Rc<HashMap<Rc<Node>, Rc<...>>>	expected `&HashMap<String, _>`, found `&Rc<HashMap<Rc<Node>, Rc<...>>>`	T3	collection_carrier_record_vs_native_im	program_partition
src/v2_compiler_resolve.rs	144	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_compiler_source_authority.rs	678	97	Rc<Diagnostic>	Rc<NonEmptyDiagnostics>	expected `Rc<Diagnostic>`, found `Rc<NonEmptyDiagnostics>`	RESIDUE-diagnostics	diagnostics_carrier_tail	03_ingest
src/v2_compiler_source_authority.rs	679	95	Rc<Diagnostic>	Rc<NonEmptyDiagnostics>	expected `Rc<Diagnostic>`, found `Rc<NonEmptyDiagnostics>`	RESIDUE-diagnostics	diagnostics_carrier_tail	03_ingest
src/v2_compiler_source_authority.rs	712	13	Rc<SourceRefReadResult>	SourceRefReadResult	expected `Rc<SourceRefReadResult>`, found `SourceRefReadResult`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_compiler_source_authority.rs	731	50	Rc<Diagnostic>	Rc<NonEmptyDiagnostics>	expected `Rc<Diagnostic>`, found `Rc<NonEmptyDiagnostics>`	RESIDUE-diagnostics	diagnostics_carrier_tail	03_ingest
src/v2_compiler_source_authority.rs	876	17	Rc<SpanIndex>	SpanIndex	expected `Rc<SpanIndex>`, found `SpanIndex`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_compiler_source_authority.rs	924	17	Rc<SpanIndex>	SpanIndex	expected `Rc<SpanIndex>`, found `SpanIndex`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_compiler_source_authority.rs	1311	8	Rc<Node>	Rc<NormalizedTree>	expected `Rc<Node>`, found `Rc<NormalizedTree>`	RESIDUE	unclassified_pair: Rc<Node> | Rc<NormalizedTree>	03_ingest
src/v2_compiler_target_carriers.rs	105	64	Option<Rc<Node>>	Rc<Node>	expected `Option<Rc<Node>>`, found `Rc<Node>`	RESIDUE	unclassified_pair: Option<Rc<Node>> | Rc<Node>	05_emit
src/v2_compiler_tokenize.rs	134	33	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	134	59	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	135	38	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	135	64	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	135	92	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	135	118	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	135	147	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	135	173	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	136	40	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	136	66	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	136	94	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	136	120	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	137	44	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	137	70	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	137	98	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	137	124	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	137	176	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	137	202	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_nat_vs_native_integer	03_ingest
src/v2_compiler_tokenize.rs	145	15	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	146	11	Rc<Vector<i64>>	String	expected `Rc<Vector<i64>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	157	16	String	Rc<Vector<i64>>	expected `String`, found `Rc<Vector<i64>>`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	198	16	String	Rc<Vector<i64>>	expected `String`, found `Rc<Vector<i64>>`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	199	13	String	Rc<Vector<i64>>	expected `String`, found `Rc<Vector<i64>>`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	228	13	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	228	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	251	13	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	251	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	272	13	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	272	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	297	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	340	13	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	340	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	362	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	370	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	465	57	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	466	58	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	467	62	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	561	99	Rc<Vector<i64>>	String	expected `Rc<Vector<i64>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	562	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	588	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	591	99	Rc<Vector<i64>>	String	expected `Rc<Vector<i64>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	592	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	620	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	622	99	Rc<Vector<i64>>	String	expected `Rc<Vector<i64>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	623	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_compiler_tokenize.rs	685	43	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	03_ingest
src/v2_extdeps_languages_dag.rs	1216	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_extdeps_languages_dag.rs	1222	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_extdeps_languages_dag.rs	1232	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_extdeps_languages_dag.rs	1276	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_extdeps_languages_dag.rs	1878	20	Rc<NodeOccurrenceId>	OccurrenceId	expected `Rc<NodeOccurrenceId>`, found `OccurrenceId`	RESIDUE	unclassified_pair: Rc<NodeOccurrenceId> | OccurrenceId	05_emit
src/v2_extdeps_languages_dag.rs	1888	17	Rc<Correction>	Option<_>	expected `Rc<Correction>`, found `Option<_>`	C	correction_optional_collapse	05_emit
src/v2_extdeps_languages_dag.rs	1922	17	Rc<Correction>	Option<_>	expected `Rc<Correction>`, found `Option<_>`	C	correction_optional_collapse	05_emit
src/v2_extdeps_languages_dag.rs	1929	17	Rc<Correction>	Option<_>	expected `Rc<Correction>`, found `Option<_>`	C	correction_optional_collapse	05_emit
src/v2_extdeps_languages_dag.rs	1949	17	Rc<Correction>	Option<_>	expected `Rc<Correction>`, found `Option<_>`	C	correction_optional_collapse	05_emit
src/v2_extdeps_languages_dag.rs	2182	5	OccurrenceId	Rc<NodeOccurrenceId>	expected `OccurrenceId`, found `Rc<NodeOccurrenceId>`	RESIDUE	unclassified_pair: OccurrenceId | Rc<NodeOccurrenceId>	05_emit
src/v2_extdeps_languages_dag.rs	2191	5	OccurrenceId	Rc<NodeOccurrenceId>	expected `OccurrenceId`, found `Rc<NodeOccurrenceId>`	RESIDUE	unclassified_pair: OccurrenceId | Rc<NodeOccurrenceId>	05_emit
src/v2_extdeps_languages_dag.rs	2195	54	OccurrenceId	Rc<NodeOccurrenceId>	expected `OccurrenceId`, found `Rc<NodeOccurrenceId>`	RESIDUE	unclassified_pair: OccurrenceId | Rc<NodeOccurrenceId>	05_emit
src/v2_extdeps_languages_dag.rs	3047	56	Option<Rc<TargetEmitHostRuntimeRow>>	Rc<TargetEmitHostRuntimeRow>	expected `Option<Rc<TargetEmitHostRuntimeRow>>`, found `Rc<TargetEmitHostRuntimeRow>`	RESIDUE	unclassified_pair: Option<Rc<TargetEmitHostRuntimeRow>> | Rc<TargetEmitHostRuntimeRow>	05_emit
src/v2_extdeps_languages_dag.rs	3092	56	Option<Rc<TargetEmitHostRuntimeRow>>	Rc<TargetEmitHostRuntimeRow>	expected `Option<Rc<TargetEmitHostRuntimeRow>>`, found `Rc<TargetEmitHostRuntimeRow>`	RESIDUE	unclassified_pair: Option<Rc<TargetEmitHostRuntimeRow>> | Rc<TargetEmitHostRuntimeRow>	05_emit
src/v2_extdeps_languages_dag.rs	3137	56	Option<Rc<TargetEmitHostRuntimeRow>>	Rc<TargetEmitHostRuntimeRow>	expected `Option<Rc<TargetEmitHostRuntimeRow>>`, found `Rc<TargetEmitHostRuntimeRow>`	RESIDUE	unclassified_pair: Option<Rc<TargetEmitHostRuntimeRow>> | Rc<TargetEmitHostRuntimeRow>	05_emit
src/v2_extdeps_languages_llvm_ir.rs	1134	13	HashMap<String, Rc<Node>>	Rc<PartialFunction<_, _>>	expected `HashMap<String, Rc<Node>>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_record_vs_native_im	03_ingest
src/v2_extdeps_languages_llvm_ir.rs	1179	13	HashMap<String, Rc<Node>>	Rc<PartialFunction<_, _>>	expected `HashMap<String, Rc<Node>>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_record_vs_native_im	03_ingest
src/v2_extdeps_runtimes_v2_effect_io_pure.rs	118	23	HashMap<Rc<EnvironmentBindingKey>, ...>	Rc<PartialFunction<_, _>>	expected `HashMap<Rc<EnvironmentBindingKey>, ...>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_record_vs_native_im	03_ingest
src/v2_extdeps_runtimes_v2_effect_io_pure.rs	278	5	Rc<EffectHandler>	EffectHandler	expected `Rc<EffectHandler>`, found `EffectHandler`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_extdeps_runtimes_v2_evaluator.rs	158	13	HashMap<Rc<EnvironmentBindingKey>, ...>	Rc<PartialFunction<_, _>>	expected `HashMap<Rc<EnvironmentBindingKey>, ...>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_record_vs_native_im	03_ingest
src/v2_extdeps_runtimes_v2_evaluator.rs	330	5	Rc<Edge>	Edge	expected `Rc<Edge>`, found `Edge`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_lens_complexity_accumulator_copy.rs	191	11	SymbolicCost	Rc<SymbolicCost>	expected `SymbolicCost`, found `Rc<SymbolicCost>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_complexity_accumulator_copy_analyze.rs	125	116	Rc<Edge>	Edge	expected `Rc<Edge>`, found `Edge`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_lens_complexity_accumulator_copy_analyze.rs	341	194	Rc<LetBinding>	LetBinding	expected `Rc<LetBinding>`, found `LetBinding`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_lens_complexity_accumulator_copy_analyze.rs	485	80	Vector<PortReading>	Vector<Rc<PortReading>>	expected `Vector<PortReading>`, found `Vector<Rc<PortReading>>`	RESIDUE	unclassified_pair: Vector<PortReading> | Vector<Rc<PortReading>>	03_ingest
src/v2_lens_complexity_accumulator_copy_analyze.rs	696	15	Rc<Vector<Finding>>	Rc<Vector<Rc<Finding>>>	expected `Rc<Vector<Finding>>`, found `Rc<Vector<Rc<Finding>>>`	RESIDUE	unclassified_pair: Rc<Vector<Finding>> | Rc<Vector<Rc<Finding>>>	03_ingest
src/v2_lens_complexity_lowering.rs	48	13	Vector<()>	Vector<Rc<ComplexityLowering>>	expected `Vector<()>`, found `Vector<Rc<ComplexityLowering>>`	RESIDUE	unclassified_pair: Vector<()> | Vector<Rc<ComplexityLowering>>	03_ingest
src/v2_lens_complexity_lowering.rs	60	104	Rc<ComplexityLowering>	()	expected `Rc<ComplexityLowering>`, found `()`	RESIDUE	unclassified_pair: Rc<ComplexityLowering> | ()	03_ingest
src/v2_lens_complexity_lowering.rs	68	107	Rc<ComplexityLowering>	()	expected `Rc<ComplexityLowering>`, found `()`	RESIDUE	unclassified_pair: Rc<ComplexityLowering> | ()	03_ingest
src/v2_lens_cost.rs	137	12	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_cost.rs	153	11	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_cost.rs	312	77	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_lens_cost.rs	315	77	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_lens_cost.rs	361	5	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_lens_cost.rs	375	11	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_cost.rs	377	11	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_lens_cost.rs	387	11	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_cost.rs	388	11	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_lens_cost.rs	397	11	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_cost.rs	398	11	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_lens_cost.rs	407	11	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_cost.rs	409	11	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_lens_cost.rs	556	53	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_lens_cost.rs	689	12	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_cost.rs	708	12	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_coverage.rs	52	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	63	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	74	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	85	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	96	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	107	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	118	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	129	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	140	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	151	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	162	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	173	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	184	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	RESIDUE	unclassified_pair: Coverage<Rc<...>> | CoverageDefectAcceptanceKey	03_ingest
src/v2_lens_coverage.rs	214	181	()	Rc<Coverage<C>>	expected `()`, found `Rc<Coverage<C>>`	T4	record_emitted_as_tuple	03_ingest
src/v2_lens_determinism.rs	137	35	Rc<std_determinism::Determinism>	Rc<Edge>	expected `Rc<std_determinism::Determinism>`, found `Rc<Edge>`	RESIDUE	unclassified_pair: Rc<std_determinism::Determinism> | Rc<Edge>	03_ingest
src/v2_lens_determinism.rs	145	21	Determinism	Rc<Determinism>	expected `Determinism`, found `Rc<Determinism>`	R1	over_wrapped_rc_leaf	03_ingest
