file	line	col	signature	operand_types	classification	reason	entry_example	code_line
src/std_realization_width.rs	113	36	binary operation `>=` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	if (byte_size_count(a.clone()) >= byte_size_count(b.clone())) {
src/std_realization_width.rs	127	26	binary operation `==` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	if (budget_bytes.clone() == 0) {
src/std_realization_width.rs	127	26	binary operation `==` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	if (budget_bytes.clone() == 0) {
src/std_realization_width.rs	157	23	binary operation `==` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	if (mem_bytes.clone() == 0) {
src/std_realization_width.rs	157	23	binary operation `==` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	if (mem_bytes.clone() == 0) {
src/std_realization_width.rs	181	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	181	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>`	Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	emit_host	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	201	107	binary operation `==` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	(hardware_thread_count_value(bounded_host_spawn_width(shard_count.clone(), hardware_threads.clone())) == expected.clone())
src/std_realization_width.rs	201	107	binary operation `==` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	(hardware_thread_count_value(bounded_host_spawn_width(shard_count.clone(), hardware_threads.clone())) == expected.clone())
src/std_realization_width.rs	205	107	binary operation `!=` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	(hardware_thread_count_value(bounded_host_spawn_width(shard_count.clone(), hardware_threads.clone())) != shard_count.clone())
src/std_realization_width.rs	205	107	binary operation `!=` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	(hardware_thread_count_value(bounded_host_spawn_width(shard_count.clone(), hardware_threads.clone())) != shard_count.clone())
src/std_realization_width.rs	237	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	237	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>`	Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	emit_host	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	238	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	238	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>`	Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	emit_host	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	239	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	239	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>`	Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	emit_host	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	246	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	246	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>`	Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	emit_host	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	247	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	247	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>`	Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	emit_host	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	248	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	248	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>`	Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	emit_host	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_verification.rs	68	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_verification.rs	69	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_verification.rs	73	60	binary operation `<=` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	(nanosecond_duration_count(fact.measured_time.clone()) <= nanosecond_duration_count(fact.budget_time.clone()))
