# source_run=33242663070 head=0ed773f1a5 (full-tree floor, my branch)  seam_denominator=14  digest=8f7b9bb846bdac2c
# candidate_entries=1145  joined_claims=8450  standing is SCHEDULER standing, not cutover disposition
claim_identity	module	entry_path	floor_standing	matched_prefix
dag.test.claim.lifecycle_survivor_corpus_census.no_raw_lifecycle_string_survivors_remain	dag.test.claim.lifecycle_survivor_corpus_census	dag/test/claim/lifecycle_survivor_corpus_census_test.dag	FloorDeclinedCostDebt	
dag.test.claim.lifecycle_survivor_corpus_census.scan_denominator_contains_bare_string_declarations	dag.test.claim.lifecycle_survivor_corpus_census	dag/test/claim/lifecycle_survivor_corpus_census_test.dag	FloorPlanned	
dag.test.claim.lifecycle_survivor_corpus_census.scan_denominator_includes_test_modules	dag.test.claim.lifecycle_survivor_corpus_census	dag/test/claim/lifecycle_survivor_corpus_census_test.dag	FloorPlanned	
dag.test.claim.lifecycle_survivor_corpus_census.scan_denominator_is_a_real_corpus	dag.test.claim.lifecycle_survivor_corpus_census	dag/test/claim/lifecycle_survivor_corpus_census_test.dag	FloorDeclinedCostDebt	
dag.test.claim.lifecycle_survivor_corpus_census.scan_reads_a_declared_type_for_every_declaration	dag.test.claim.lifecycle_survivor_corpus_census	dag/test/claim/lifecycle_survivor_corpus_census_test.dag	FloorPlanned	
dag.test.claim.lifecycle_survivor_scan_witness.planted_migrated_control_is_not_selected	dag.test.claim.lifecycle_survivor_scan_witness	dag/test/claim/lifecycle_survivor_scan_witness_test.dag	FloorPlanned	
dag.test.claim.lifecycle_survivor_scan_witness.planted_nonempty_str_survivor_is_selected	dag.test.claim.lifecycle_survivor_scan_witness	dag/test/claim/lifecycle_survivor_scan_witness_test.dag	FloorPlanned	
dag.test.claim.lifecycle_survivor_scan_witness.planted_ordinary_string_note_is_not_selected	dag.test.claim.lifecycle_survivor_scan_witness	dag/test/claim/lifecycle_survivor_scan_witness_test.dag	FloorPlanned	
dag.test.claim.lifecycle_survivor_scan_witness.planted_raw_survivor_is_selected	dag.test.claim.lifecycle_survivor_scan_witness	dag/test/claim/lifecycle_survivor_scan_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_commit_roster_enrollment_admits	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_commit_roster_row_is_not_frozen	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_departed_row_fails_the_join	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_empty_function_list_is_malformed	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_empty_roster_refuses_the_same_row	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_fixture_path_is_unaffected	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_frozen_row_is_not_covered	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_frozen_row_is_tolerated_by_the_floor	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_grown_baseline_withdraws_the_toleration	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_included_row_is_never_refused	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_join_is_by_identity_not_by_entry	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_live_roster_is_well_formed	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_live_rows_join_the_discovered_population	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_rust_realization_is_declared_scaffold	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_rust_realization_names_a_dissolution	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_unclaimed_path_stays_unexecuted_deferred	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
dag.test.claim.witness_deferral_freeze_witness.witness_deferral_freeze_unfrozen_offline_row_refuses	dag.test.claim.witness_deferral_freeze_witness	dag/test/claim/witness_deferral_freeze_witness_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_refusal_scope_test.accepted_reads_clean	gunbc.test.claim.body_lowering_refusal_scope_test	dag/test/claim/body_lowering_refusal_scope_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_refusal_scope_test.an_observed_subject_carries_its_reading	gunbc.test.claim.body_lowering_refusal_scope_test	dag/test/claim/body_lowering_refusal_scope_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_refusal_scope_test.an_unmeasured_subject_has_no_reading_RED	gunbc.test.claim.body_lowering_refusal_scope_test	dag/test/claim/body_lowering_refusal_scope_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_refusal_scope_test.census_refusal_cause_is_carried_not_fixed	gunbc.test.claim.body_lowering_refusal_scope_test	dag/test/claim/body_lowering_refusal_scope_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_refusal_scope_test.census_refusal_does_not_reach_a_non_batch_subject_RED	gunbc.test.claim.body_lowering_refusal_scope_test	dag/test/claim/body_lowering_refusal_scope_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_refusal_scope_test.census_refusal_reaches_a_batch_subject	gunbc.test.claim.body_lowering_refusal_scope_test	dag/test/claim/body_lowering_refusal_scope_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_refusal_scope_test.normalize_other_does_not_read_clean_RED	gunbc.test.claim.body_lowering_refusal_scope_test	dag/test/claim/body_lowering_refusal_scope_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_refusal_scope_test.retained_reads_as_a_named_cause	gunbc.test.claim.body_lowering_refusal_scope_test	dag/test/claim/body_lowering_refusal_scope_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_refusal_scope_test.specimen_class_keeps_its_own_cause_under_refusal	gunbc.test.claim.body_lowering_refusal_scope_test	dag/test/claim/body_lowering_refusal_scope_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_rejection_propagation_test.genuine_rejection_lands_on_the_rejected_arm	gunbc.test.claim.body_lowering_rejection_propagation_test	dag/test/claim/body_lowering_rejection_propagation_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_rejection_propagation_test.genuine_rejection_leaves_the_seam_rejected	gunbc.test.claim.body_lowering_rejection_propagation_test	dag/test/claim/body_lowering_rejection_propagation_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_rejection_propagation_test.unregistered_producer_lands_on_the_accepted_arm	gunbc.test.claim.body_lowering_rejection_propagation_test	dag/test/claim/body_lowering_rejection_propagation_test.dag	FloorPlanned	
gunbc.test.claim.body_lowering_rejection_propagation_test.unregistered_producer_still_retains	gunbc.test.claim.body_lowering_rejection_propagation_test	dag/test/claim/body_lowering_rejection_propagation_test.dag	FloorPlanned	
gunbc.test.claim.dag_line_comment_annotation_channel_test.a_refusal_renders_as_refusal_not_an_empty_stream_RED	gunbc.test.claim.dag_line_comment_annotation_channel_test	dag/test/claim/dag_line_comment_annotation_channel_test.dag	FloorPlanned	
gunbc.test.claim.dag_line_comment_annotation_channel_test.backtick_and_at_payload_capture_exactly_one_annotation	gunbc.test.claim.dag_line_comment_annotation_channel_test	dag/test/claim/dag_line_comment_annotation_channel_test.dag	FloorPlanned	
gunbc.test.claim.dag_line_comment_annotation_channel_test.backtick_at_comment_erases_completely_from_the_semantic_stream	gunbc.test.claim.dag_line_comment_annotation_channel_test	dag/test/claim/dag_line_comment_annotation_channel_test.dag	FloorPlanned	
gunbc.test.claim.dag_line_comment_annotation_channel_test.changed_program_token_changes_the_stream_RED	gunbc.test.claim.dag_line_comment_annotation_channel_test	dag/test/claim/dag_line_comment_annotation_channel_test.dag	FloorPlanned	
gunbc.test.claim.dag_line_comment_annotation_channel_test.comment_erases_completely_from_the_semantic_stream	gunbc.test.claim.dag_line_comment_annotation_channel_test	dag/test/claim/dag_line_comment_annotation_channel_test.dag	FloorPlanned	
gunbc.test.claim.dag_line_comment_annotation_channel_test.comment_terminates_at_newline_and_following_decl_survives	gunbc.test.claim.dag_line_comment_annotation_channel_test	dag/test/claim/dag_line_comment_annotation_channel_test.dag	FloorPlanned	
gunbc.test.claim.dag_line_comment_annotation_channel_test.emdash_comment_erases_completely_from_the_semantic_stream	gunbc.test.claim.dag_line_comment_annotation_channel_test	dag/test/claim/dag_line_comment_annotation_channel_test.dag	FloorPlanned	
gunbc.test.claim.dag_line_comment_annotation_channel_test.emdash_payload_captures_exactly_one_annotation	gunbc.test.claim.dag_line_comment_annotation_channel_test	dag/test/claim/dag_line_comment_annotation_channel_test.dag	FloorPlanned	
gunbc.test.claim.dag_line_comment_annotation_channel_test.plain_comment_captures_exactly_one_annotation	gunbc.test.claim.dag_line_comment_annotation_channel_test	dag/test/claim/dag_line_comment_annotation_channel_test.dag	FloorPlanned	
gunbc.test.claim.dag_line_comment_annotation_channel_test.string_content_is_not_captured_as_an_annotation_RED	gunbc.test.claim.dag_line_comment_annotation_channel_test	dag/test/claim/dag_line_comment_annotation_channel_test.dag	FloorPlanned	
gunbc.test.claim.dag_line_comment_annotation_channel_test.two_comment_lines_capture_two_annotations	gunbc.test.claim.dag_line_comment_annotation_channel_test	dag/test/claim/dag_line_comment_annotation_channel_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.census_missing_one_member_is_incomplete_RED	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.census_missing_one_member_names_that_member	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.census_observing_one_member_twice_is_refused_RED	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.census_of_the_right_size_but_wrong_members_is_incomplete_RED	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.census_over_the_whole_roster_is_complete	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.census_with_an_unrostered_observation_is_refused_RED	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.classifier_calls_a_plain_rejection_other	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.classifier_does_not_call_retention_alone_retained_RED	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.classifier_reads_graft_refusal_behind_a_prepended_diagnostic	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.classifier_reads_retention_pair_behind_a_prepended_diagnostic	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.classifier_separates_lex_from_accepted	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.containment_read_finds_reason_behind_prepended_carrier	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.containment_read_refuses_absent_reason_RED	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.live_frontier_roster_is_valid	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.roster_identity_is_stable_across_calls	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.roster_identity_separates_different_paths_RED	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.roster_identity_separates_reordered_rows_RED	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.roster_verdict_is_stable_under_row_reordering	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.roster_with_a_duplicate_label_refuses_and_names_it_RED	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.roster_with_one_path_under_two_labels_refuses_and_names_it_RED	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.stage_labels_are_pairwise_distinct	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.normalize_retention_contract_probe_test.whole_roster_census_reconciles_exactly	gunbc.test.claim.normalize_retention_contract_probe_test	dag/test/claim/normalize_retention_contract_probe_test.dag	FloorPlanned	
gunbc.test.claim.realization_attempt_keystone_test.witness_assembled_cross_module_subject_reaches_typed_standing	gunbc.test.claim.realization_attempt_keystone_test	dag/test/claim/realization_attempt_keystone_test.dag	FloorDeclinedCostDebt	
gunbc.test.claim.realization_attempt_keystone_test.witness_assembled_identity_absent_refuses_RED	gunbc.test.claim.realization_attempt_keystone_test	dag/test/claim/realization_attempt_keystone_test.dag	FloorDeclinedCostDebt	
gunbc.test.claim.realization_attempt_keystone_test.witness_planted_garbage_refuses_frontend_RED	gunbc.test.claim.realization_attempt_keystone_test	dag/test/claim/realization_attempt_keystone_test.dag	FloorDeclinedCostDebt	
gunbc.test.claim.realization_attempt_keystone_test.witness_planted_minimal_module_emits	gunbc.test.claim.realization_attempt_keystone_test	dag/test/claim/realization_attempt_keystone_test.dag	FloorDeclinedCostDebt	
gunbc.test.claim.realization_attempt_keystone_test.witness_real_corpus_entry_produces_typed_standing	gunbc.test.claim.realization_attempt_keystone_test	dag/test/claim/realization_attempt_keystone_test.dag	FloorDeclinedCostDebt	
gunbc.test.claim.witness_execution_class_live_census_test.witness_live_roster_census_holds	gunbc.test.claim.witness_execution_class_live_census_test	dag/test/claim/witness_execution_class_live_census_test.dag	FloorDeclinedCostDebt	
test.claim.actions_job_grant_witness.witness_cited_access_levels_are_not_uniformly_read_write	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_declared_level_decides_the_grant_not_the_scope_name	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_fork_origin_downgrades_write_to_read	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_fork_policy_is_required_only_for_a_declared_write	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_fork_pull_request_cannot_advance_any_branch	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_heal_condition_and_origin_share_one_binding	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_intrinsic_read_grant_refuses_a_write_request	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_invalid_declared_access_refuses_rather_than_capping	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_malformed_checkout_input_is_not_reported_as_duplicated	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_only_a_real_checkout_action_binds_the_push_credential	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_permissions_key_table_matches_cited_vocabulary	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_persist_credentials_false_unbinds_the_push_credential	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_public_repository_fork_write_is_unreachable	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_push_binding_is_projected_from_the_actual_checkout_step	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_scope_unavailable_is_not_scope_none	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_two_access_vocabularies_differ_only_by_the_absence_level	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_undeclarable_axis_may_still_be_granted	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_unmodeled_axis_is_not_reported_as_scope_none	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.actions_job_grant_witness.witness_unobserved_fork_policy_refuses_rather_than_assuming	test.claim.actions_job_grant_witness	dag/test/claim/actions_job_grant_witness_test.dag	FloorPlanned	
test.claim.annotation_carrier.bound_condition_does_not_fire_on_a_near_miss_ref	test.claim.annotation_carrier	dag/test/claim/annotation_carrier_witness_test.dag	FloorPlanned	
test.claim.annotation_carrier.bound_condition_pends_until_its_declaration_appears	test.claim.annotation_carrier	dag/test/claim/annotation_carrier_witness_test.dag	FloorPlanned	
test.claim.annotation_carrier.census_closure_frontier_rows_count_matches_hand_count	test.claim.annotation_carrier	dag/test/claim/annotation_carrier_witness_test.dag	FloorPlanned	
test.claim.annotation_carrier.census_closure_frontier_rows_well_formed	test.claim.annotation_carrier	dag/test/claim/annotation_carrier_witness_test.dag	FloorPlanned	
test.claim.annotation_carrier.frontier_expiry_fired_row_still_present_reds	test.claim.annotation_carrier	dag/test/claim/annotation_carrier_witness_test.dag	FloorPlanned	
test.claim.annotation_carrier.frontier_expiry_fired_trigger_absent_from_rows_is_clean	test.claim.annotation_carrier	dag/test/claim/annotation_carrier_witness_test.dag	FloorPlanned	
test.claim.annotation_carrier.frontier_expiry_fold_partitions_unbound_and_pending	test.claim.annotation_carrier	dag/test/claim/annotation_carrier_witness_test.dag	FloorPlanned	
test.claim.annotation_carrier.unbound_condition_cannot_be_forced_to_fire_by_any_present_decls	test.claim.annotation_carrier	dag/test/claim/annotation_carrier_witness_test.dag	FloorPlanned	
test.claim.annotation_carrier.unbound_condition_reports_unbound_not_pending	test.claim.annotation_carrier	dag/test/claim/annotation_carrier_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_absent_reason_phrase_has_one_spelling	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_cleanup_refusal_reaches_the_surface	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_dispatch_answer_reaches_the_surface	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_instance_label_keeps_both_halves	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_producer_red_on_surface_without_callers	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_reason_empty_text_removes_the_line	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_reason_is_a_surface	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_reason_red_on_title_only	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_reason_surface_is_styled	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_stage_accessible_name_keeps_label_and_state	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_title_stays_a_convenience	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_unreadable_answer_does_not_name_the_network	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_unreadable_answer_reaches_the_surface	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_workflow_refusal_reason_survives_concatenation	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_workflow_segment_falls_closed_on_empty_detail	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.anomaly_evidence_witness.anomaly_workflow_segment_reaches_the_surface	test.claim.anomaly_evidence_witness	dag/test/claim/anomaly_evidence_witness_test.dag	FloorPlanned	
test.claim.argv_command_render.shell_quote_apostrophe_render_reopens_single_quote_context	test.claim.argv_command_render	dag/test/claim/argv_command_render_witness_test.dag	FloorPlanned	
test.claim.argv_command_render.shell_quote_escapes_embedded_apostrophe	test.claim.argv_command_render	dag/test/claim/argv_command_render_witness_test.dag	FloorPlanned	
test.claim.argv_command_render.shell_quote_plain_args_single_quoted	test.claim.argv_command_render	dag/test/claim/argv_command_render_witness_test.dag	FloorPlanned	
test.claim.arity_zero_import_refusal_witness.an_arity_zero_import_member_list_refuses_at_parse	test.claim.arity_zero_import_refusal_witness	dag/test/claim/arity_zero_import_refusal_witness_test.dag	FloorPlanned	
test.claim.arity_zero_import_refusal_witness.the_same_import_carrying_one_member_is_accepted	test.claim.arity_zero_import_refusal_witness	dag/test/claim/arity_zero_import_refusal_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.derived_aggregate_matches_legacy_aggregate_for_unchanged_build	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.entry_capped_provider_is_refused_for_the_unit_not_the_ceiling	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.native_realization_environment_change_cold_rebuild_holds	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.native_realization_toolchain_change_cold_rebuild_holds	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.observed_tool_identity_missing_and_duplicate_refuse	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.refuse_new_store_provider_is_not_realized_as_lru	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.resolved_build_context_identity_refuses_sha256_observed_tool	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.scope_released_provider_is_refused_with_the_scope_cause	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.store_budget_evicts_least_recent_counted_holds	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.store_budget_is_derived_from_the_provider_not_the_caller	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.store_hit_and_stale_never_served_holds	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.store_no_eviction_under_budget_holds	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.store_put_artifact_exactly_at_budget_is_admitted_holds	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.store_put_oversized_artifact_does_not_fit_holds	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
test.claim.artifact_store_witness.store_put_oversized_artifact_never_evicts_itself_holds	test.claim.artifact_store_witness	dag/test/claim/artifact_store_witness_test.dag	FloorPlanned	
